#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BCL2L1	ZNF521	9606.ENSP00000365230	9606.ENSP00000354794	0	0	0	0	0	0	0	0.166	0.165
BCL2L1	QKI	9606.ENSP00000365230	9606.ENSP00000355094	0	0	0	0	0	0	0	0.162	0.162
BCL2L1	FH	9606.ENSP00000365230	9606.ENSP00000355518	0	0	0	0	0.049	0	0	0.159	0.166
BCL2L1	H3-4	9606.ENSP00000365230	9606.ENSP00000355657	0	0	0	0	0.043	0.050	0	0.482	0.488
BCL2L1	PARP1	9606.ENSP00000365230	9606.ENSP00000355759	0	0	0	0	0.042	0	0	0.796	0.796
BCL2L1	PRKN	9606.ENSP00000365230	9606.ENSP00000355865	0	0	0	0	0	0.639	0	0.407	0.777
BCL2L1	MDM4	9606.ENSP00000365230	9606.ENSP00000356150	0	0	0	0	0.056	0.091	0	0.413	0.452
BCL2L1	IFNGR1	9606.ENSP00000365230	9606.ENSP00000356713	0	0	0	0	0.059	0	0	0.163	0.178
BCL2L1	SGK1	9606.ENSP00000365230	9606.ENSP00000356832	0	0	0	0	0	0	0	0.289	0.289
BCL2L1	DDR2	9606.ENSP00000365230	9606.ENSP00000356899	0	0	0	0	0	0	0	0.151	0.150
BCL2L1	SDHC	9606.ENSP00000365230	9606.ENSP00000356953	0	0	0	0	0.101	0	0	0.360	0.400
BCL2L1	LMNA	9606.ENSP00000365230	9606.ENSP00000357283	0	0	0	0	0.080	0	0	0.270	0.300
BCL2L1	ROS1	9606.ENSP00000365230	9606.ENSP00000357494	0	0	0	0	0	0	0	0.184	0.184
BCL2L1	MCL1	9606.ENSP00000365230	9606.ENSP00000358022	0	0	0	0.620	0.049	0.362	0.900	0.845	0.989
BCL2L1	PRDM1	9606.ENSP00000365230	9606.ENSP00000358092	0	0	0	0	0.052	0	0	0.310	0.318
BCL2L1	TENT5C	9606.ENSP00000365230	9606.ENSP00000358458	0	0	0	0	0.133	0	0	0.111	0.197
BCL2L1	NRAS	9606.ENSP00000365230	9606.ENSP00000358548	0	0	0	0	0.049	0	0	0.448	0.453
BCL2L1	FLNA	9606.ENSP00000365230	9606.ENSP00000358866	0	0	0	0	0.070	0	0	0.187	0.211
BCL2L1	SUFU	9606.ENSP00000365230	9606.ENSP00000358918	0	0	0	0	0.062	0	0	0.173	0.192
BCL2L1	NFKB2	9606.ENSP00000365230	9606.ENSP00000358983	0	0	0	0	0.062	0.045	0	0.452	0.467
BCL2L1	GNAS	9606.ENSP00000365230	9606.ENSP00000360141	0	0	0	0	0.118	0.140	0	0.191	0.333
BCL2L1	SH2D1A	9606.ENSP00000365230	9606.ENSP00000360181	0	0	0	0	0	0	0	0.159	0.158
BCL2L1	XIAP	9606.ENSP00000365230	9606.ENSP00000360242	0	0	0	0	0.082	0.051	0	0.936	0.939
BCL2L1	JUN	9606.ENSP00000365230	9606.ENSP00000360266	0	0	0	0	0	0	0	0.706	0.706
BCL2L1	HSP90AB1	9606.ENSP00000365230	9606.ENSP00000360609	0	0	0	0	0.085	0	0	0.584	0.603
BCL2L1	PTEN	9606.ENSP00000365230	9606.ENSP00000361021	0	0	0	0	0	0.057	0	0.664	0.669
BCL2L1	NCOA3	9606.ENSP00000365230	9606.ENSP00000361066	0	0	0	0	0.044	0	0	0.236	0.239
BCL2L1	RALGDS	9606.ENSP00000365230	9606.ENSP00000361120	0	0	0	0	0.061	0	0	0.174	0.191
BCL2L1	MPL	9606.ENSP00000365230	9606.ENSP00000361548	0	0	0	0	0.044	0	0	0.297	0.299
BCL2L1	CCND3	9606.ENSP00000365230	9606.ENSP00000362082	0	0	0	0	0.069	0	0	0.484	0.499
BCL2L1	CSF3R	9606.ENSP00000365230	9606.ENSP00000362195	0	0	0	0	0.069	0	0	0.201	0.225
BCL2L1	PTPRT	9606.ENSP00000365230	9606.ENSP00000362294	0	0	0	0	0.055	0	0	0.209	0.220
BCL2L1	PIM1	9606.ENSP00000365230	9606.ENSP00000362608	0	0	0	0	0.106	0	0	0.204	0.258
BCL2L1	SRC	9606.ENSP00000365230	9606.ENSP00000362680	0	0	0	0	0.072	0	0	0.662	0.673
BCL2L1	TET1	9606.ENSP00000365230	9606.ENSP00000362748	0	0	0	0	0	0	0	0.152	0.151
BCL2L1	SRSF3	9606.ENSP00000365230	9606.ENSP00000362820	0	0	0	0	0.048	0	0	0.276	0.282
BCL2L1	FOXO4	9606.ENSP00000365230	9606.ENSP00000363377	0	0	0	0	0.108	0	0	0.381	0.425
BCL2L1	ID3	9606.ENSP00000365230	9606.ENSP00000363689	0	0	0	0	0	0	0	0.202	0.202
BCL2L1	KLF4	9606.ENSP00000365230	9606.ENSP00000363804	0	0	0	0	0	0	0	0.352	0.351
BCL2L1	NOTCH4	9606.ENSP00000365230	9606.ENSP00000364163	0	0	0	0	0	0	0	0.210	0.210
BCL2L1	XPA	9606.ENSP00000365230	9606.ENSP00000364270	0	0	0	0	0	0	0	0.181	0.181
BCL2L1	SDHB	9606.ENSP00000365230	9606.ENSP00000364649	0	0	0	0	0.108	0	0	0.429	0.468
BCL2L1	CARD16	9606.ENSP00000365230	9606.ENSP00000364858	0	0	0	0	0	0.125	0	0.090	0.169
BCL2L1	SYK	9606.ENSP00000365230	9606.ENSP00000364898	0	0	0	0	0.042	0	0	0.434	0.434
BCL2L1	IRS2	9606.ENSP00000365230	9606.ENSP00000365016	0	0	0	0	0	0	0	0.276	0.276
BCL2L1	CIITA	9606.ENSP00000365230	9606.ENSP00000485010	0	0	0	0	0	0	0	0.150	0.150
BCL2L1	CBFB	9606.ENSP00000365230	9606.ENSP00000415151	0	0	0	0	0.042	0	0	0.150	0.151
BCL2L1	KDSR	9606.ENSP00000365230	9606.ENSP00000494352	0	0	0	0	0.063	0	0	0.133	0.153
BCL2L1	MDC1	9606.ENSP00000365230	9606.ENSP00000365588	0	0	0	0	0.047	0	0	0.149	0.154
BCL2L1	INPP4B	9606.ENSP00000365230	9606.ENSP00000422793	0	0	0	0	0	0	0	0.155	0.154
BCL2L1	IL6ST	9606.ENSP00000365230	9606.ENSP00000370698	0	0	0	0	0.043	0	0	0.153	0.154
BCL2L1	TCF7L2	9606.ENSP00000365230	9606.ENSP00000486891	0	0	0	0	0	0	0	0.158	0.158
BCL2L1	PSIP1	9606.ENSP00000365230	9606.ENSP00000370114	0	0	0	0	0.042	0	0	0.157	0.158
BCL2L1	USP8	9606.ENSP00000365230	9606.ENSP00000379721	0	0	0	0	0.042	0	0	0.159	0.159
BCL2L1	PTPRK	9606.ENSP00000365230	9606.ENSP00000432973	0	0	0	0	0.055	0	0	0.147	0.160
BCL2L1	DDX3X	9606.ENSP00000365230	9606.ENSP00000494040	0	0	0	0	0.045	0	0	0.157	0.160
BCL2L1	NKX3-1	9606.ENSP00000365230	9606.ENSP00000370253	0	0	0	0	0	0	0	0.164	0.163
BCL2L1	CTCF	9606.ENSP00000365230	9606.ENSP00000494538	0	0	0	0	0.042	0	0	0.163	0.163
BCL2L1	RUNX1T1	9606.ENSP00000365230	9606.ENSP00000402257	0	0	0	0	0.056	0	0	0.150	0.163
BCL2L1	NCOA2	9606.ENSP00000365230	9606.ENSP00000399968	0	0	0	0	0.049	0	0	0.163	0.170
BCL2L1	HLA-A	9606.ENSP00000365230	9606.ENSP00000379873	0	0	0	0	0.054	0	0	0.160	0.172
BCL2L1	TPM3	9606.ENSP00000365230	9606.ENSP00000498577	0	0	0	0	0.075	0	0	0.141	0.172
BCL2L1	MUC4	9606.ENSP00000365230	9606.ENSP00000417498	0	0	0	0	0	0	0	0.173	0.173
BCL2L1	UPF1	9606.ENSP00000365230	9606.ENSP00000470142	0	0	0	0	0.072	0	0	0.148	0.176
BCL2L1	CRLF2	9606.ENSP00000365230	9606.ENSP00000370978	0	0	0	0	0	0	0	0.177	0.177
BCL2L1	CCNC	9606.ENSP00000365230	9606.ENSP00000428982	0	0	0	0	0	0	0	0.179	0.179
BCL2L1	NCOA1	9606.ENSP00000365230	9606.ENSP00000385216	0	0	0	0	0	0	0	0.183	0.183
BCL2L1	TMPRSS2	9606.ENSP00000365230	9606.ENSP00000381588	0	0	0	0	0	0	0	0.183	0.183
BCL2L1	GPC3	9606.ENSP00000365230	9606.ENSP00000377836	0	0	0	0	0	0	0	0.185	0.185
BCL2L1	YES1	9606.ENSP00000365230	9606.ENSP00000462468	0	0	0	0	0.042	0	0	0.185	0.186
BCL2L1	ETV6	9606.ENSP00000365230	9606.ENSP00000379658	0	0	0	0	0.042	0	0	0.189	0.189
BCL2L1	ERCC2	9606.ENSP00000365230	9606.ENSP00000375809	0	0	0	0	0.058	0	0	0.176	0.190
BCL2L1	RXRA	9606.ENSP00000365230	9606.ENSP00000419692	0	0	0	0	0.049	0.045	0	0.181	0.192
BCL2L1	FHIT	9606.ENSP00000365230	9606.ENSP00000418582	0	0	0	0	0	0	0	0.194	0.194
BCL2L1	SMOX	9606.ENSP00000365230	9606.ENSP00000478305	0	0	0	0	0.181	0	0	0.060	0.197
BCL2L1	FOXP1	9606.ENSP00000365230	9606.ENSP00000484803	0	0	0	0	0	0.061	0	0.181	0.198
BCL2L1	CDK8	9606.ENSP00000365230	9606.ENSP00000370938	0	0	0	0	0.060	0	0	0.184	0.200
BCL2L1	PAX3	9606.ENSP00000365230	9606.ENSP00000375921	0	0	0	0	0	0	0	0.202	0.202
BCL2L1	CTNND1	9606.ENSP00000365230	9606.ENSP00000382004	0	0	0	0	0	0	0	0.203	0.203
BCL2L1	HNF1A	9606.ENSP00000365230	9606.ENSP00000438804	0	0	0	0	0.055	0	0	0.196	0.207
BCL2L1	IGF2BP2	9606.ENSP00000365230	9606.ENSP00000410242	0	0	0	0	0.180	0	0	0.074	0.208
BCL2L1	POLG	9606.ENSP00000365230	9606.ENSP00000399851	0	0	0	0	0.049	0	0	0.202	0.209
BCL2L1	LIFR	9606.ENSP00000365230	9606.ENSP00000398368	0	0	0	0	0	0	0	0.210	0.210
BCL2L1	RAD17	9606.ENSP00000365230	9606.ENSP00000426191	0	0	0	0	0.052	0	0	0.201	0.210
BCL2L1	NSD2	9606.ENSP00000365230	9606.ENSP00000372351	0	0	0	0	0.057	0	0	0.202	0.216
BCL2L1	SETD2	9606.ENSP00000365230	9606.ENSP00000386759	0	0	0	0	0.059	0	0	0.204	0.219
BCL2L1	KMT2A	9606.ENSP00000365230	9606.ENSP00000436786	0	0	0	0	0.064	0	0	0.201	0.220
BCL2L1	MLLT3	9606.ENSP00000365230	9606.ENSP00000369695	0	0	0	0	0	0	0	0.220	0.220
BCL2L1	CDX2	9606.ENSP00000365230	9606.ENSP00000370408	0	0	0	0	0	0	0	0.221	0.221
BCL2L1	NFATC2	9606.ENSP00000365230	9606.ENSP00000379330	0	0	0	0	0.047	0	0	0.216	0.221
BCL2L1	FBXO11	9606.ENSP00000365230	9606.ENSP00000384823	0	0	0	0	0	0.091	0	0.180	0.222
BCL2L1	NCOR2	9606.ENSP00000365230	9606.ENSP00000384018	0	0	0	0	0.060	0	0	0.206	0.222
BCL2L1	SESN1	9606.ENSP00000365230	9606.ENSP00000393762	0	0	0	0	0	0	0	0.226	0.225
BCL2L1	PTK6	9606.ENSP00000365230	9606.ENSP00000442460	0	0	0	0	0.049	0	0	0.218	0.225
BCL2L1	KLF6	9606.ENSP00000365230	9606.ENSP00000419923	0	0	0	0	0.042	0	0	0.226	0.226
BCL2L1	PRKD1	9606.ENSP00000365230	9606.ENSP00000390535	0	0	0	0	0	0	0	0.228	0.227
BCL2L1	TCL1A	9606.ENSP00000365230	9606.ENSP00000451506	0	0	0	0	0	0	0	0.233	0.232
BCL2L1	NDRG1	9606.ENSP00000365230	9606.ENSP00000404854	0	0	0	0	0.080	0	0	0.203	0.236
BCL2L1	PBX1	9606.ENSP00000365230	9606.ENSP00000405890	0	0	0	0	0.102	0	0	0.185	0.237
BCL2L1	EWSR1	9606.ENSP00000365230	9606.ENSP00000400142	0	0	0	0	0.045	0	0	0.235	0.238
BCL2L1	SIRPA	9606.ENSP00000365230	9606.ENSP00000478763	0	0	0	0	0.044	0.125	0	0.165	0.240
BCL2L1	ITK	9606.ENSP00000365230	9606.ENSP00000398655	0	0	0	0	0.042	0	0	0.243	0.244
BCL2L1	MITF	9606.ENSP00000365230	9606.ENSP00000391803	0	0	0	0	0	0	0	0.248	0.248
BCL2L1	LATS1	9606.ENSP00000365230	9606.ENSP00000437550	0	0	0	0	0	0	0	0.253	0.252
BCL2L1	DROSHA	9606.ENSP00000365230	9606.ENSP00000425979	0	0	0	0	0	0	0	0.254	0.254
BCL2L1	DNM2	9606.ENSP00000365230	9606.ENSP00000373905	0	0	0	0	0.070	0.118	0	0.169	0.260
BCL2L1	TET2	9606.ENSP00000365230	9606.ENSP00000442788	0	0	0	0	0	0	0	0.260	0.260
BCL2L1	TEK	9606.ENSP00000365230	9606.ENSP00000369375	0	0	0	0	0	0	0	0.261	0.261
BCL2L1	IKBKE	9606.ENSP00000365230	9606.ENSP00000464030	0	0	0	0	0.049	0	0	0.261	0.267
BCL2L1	PTPN6	9606.ENSP00000365230	9606.ENSP00000391592	0	0	0	0	0.072	0	0	0.244	0.269
BCL2L1	LATS2	9606.ENSP00000365230	9606.ENSP00000372035	0	0	0	0	0	0	0	0.271	0.271
BCL2L1	TP53BP1	9606.ENSP00000365230	9606.ENSP00000371475	0	0	0	0	0.042	0	0	0.272	0.272
BCL2L1	MYCL	9606.ENSP00000365230	9606.ENSP00000380494	0	0	0	0	0.058	0	0	0.267	0.280
BCL2L1	SOS1	9606.ENSP00000365230	9606.ENSP00000384675	0	0	0	0	0.052	0	0	0.271	0.280
BCL2L1	PTPN13	9606.ENSP00000365230	9606.ENSP00000394794	0	0	0	0	0.055	0	0	0.270	0.280
BCL2L1	CD79B	9606.ENSP00000365230	9606.ENSP00000376544	0	0	0	0	0.067	0	0	0.273	0.292
BCL2L1	TGFBR1	9606.ENSP00000365230	9606.ENSP00000447297	0	0	0	0	0.056	0	0	0.285	0.296
BCL2L1	DOT1L	9606.ENSP00000365230	9606.ENSP00000381657	0	0	0	0	0.044	0.163	0	0.195	0.299
BCL2L1	WT1	9606.ENSP00000365230	9606.ENSP00000368370	0	0	0	0	0	0	0	0.305	0.305
BCL2L1	MAP3K1	9606.ENSP00000365230	9606.ENSP00000382423	0	0	0	0	0.050	0	0	0.301	0.307
BCL2L1	CYLD	9606.ENSP00000365230	9606.ENSP00000392025	0	0	0	0	0.049	0	0	0.302	0.308
BCL2L1	VAV1	9606.ENSP00000365230	9606.ENSP00000472929	0	0	0	0	0.074	0	0	0.284	0.309
BCL2L1	HMGA2	9606.ENSP00000365230	9606.ENSP00000437621	0	0	0	0	0	0.071	0	0.295	0.317
BCL2L1	PDCD1LG2	9606.ENSP00000365230	9606.ENSP00000380855	0	0	0	0	0.056	0	0	0.308	0.318
BCL2L1	FGFR2	9606.ENSP00000365230	9606.ENSP00000410294	0	0	0	0	0	0	0	0.321	0.321
BCL2L1	RAD51	9606.ENSP00000365230	9606.ENSP00000493712	0	0	0	0	0.054	0	0	0.313	0.322
BCL2L1	PLCG2	9606.ENSP00000365230	9606.ENSP00000482457	0	0	0	0	0.063	0	0	0.312	0.328
BCL2L1	DICER1	9606.ENSP00000365230	9606.ENSP00000437256	0	0	0	0	0.042	0	0	0.328	0.329
BCL2L1	BRCA2	9606.ENSP00000365230	9606.ENSP00000369497	0	0	0	0	0	0	0	0.330	0.330
BCL2L1	PIK3CB	9606.ENSP00000365230	9606.ENSP00000501150	0	0	0	0	0.067	0	0	0.311	0.330
BCL2L1	PRKCB	9606.ENSP00000365230	9606.ENSP00000496129	0	0	0	0	0.044	0	0	0.336	0.338
BCL2L1	IGF2	9606.ENSP00000365230	9606.ENSP00000391826	0	0	0	0	0.062	0	0	0.324	0.339
BCL2L1	PIK3CG	9606.ENSP00000365230	9606.ENSP00000419260	0	0	0	0	0	0	0	0.339	0.339
BCL2L1	CEBPA	9606.ENSP00000365230	9606.ENSP00000427514	0	0	0	0	0.067	0	0	0.323	0.342
BCL2L1	IRF4	9606.ENSP00000365230	9606.ENSP00000370343	0	0	0	0	0.055	0	0	0.335	0.344
BCL2L1	SRSF2	9606.ENSP00000365230	9606.ENSP00000376276	0	0	0	0	0.042	0	0	0.349	0.349
BCL2L1	FBXW7	9606.ENSP00000365230	9606.ENSP00000474725	0	0	0	0	0	0	0	0.355	0.355
BCL2L1	FGFR1	9606.ENSP00000365230	9606.ENSP00000393312	0	0	0	0	0	0	0	0.356	0.356
BCL2L1	MUC1	9606.ENSP00000365230	9606.ENSP00000484824	0	0	0	0	0.059	0.045	0	0.348	0.362
BCL2L1	IDH1	9606.ENSP00000365230	9606.ENSP00000390265	0	0	0	0	0.042	0	0	0.366	0.366
BCL2L1	PIK3R1	9606.ENSP00000365230	9606.ENSP00000428056	0	0	0	0	0.049	0	0	0.364	0.369
BCL2L1	GATA3	9606.ENSP00000365230	9606.ENSP00000368632	0	0	0	0	0.104	0	0	0.326	0.370
BCL2L1	BIRC6	9606.ENSP00000365230	9606.ENSP00000393596	0	0	0	0	0.076	0.051	0	0.339	0.370
BCL2L1	MAP2K4	9606.ENSP00000365230	9606.ENSP00000410402	0	0	0	0	0.084	0	0	0.341	0.371
BCL2L1	DDX6	9606.ENSP00000365230	9606.ENSP00000478754	0	0	0	0	0.042	0	0	0.373	0.374
BCL2L1	TFRC	9606.ENSP00000365230	9606.ENSP00000376197	0	0	0	0	0.054	0	0	0.366	0.375
BCL2L1	PRF1	9606.ENSP00000365230	9606.ENSP00000398568	0	0	0	0	0.049	0	0	0.377	0.382
BCL2L1	CDC42	9606.ENSP00000365230	9606.ENSP00000497733	0	0	0	0	0.056	0	0	0.382	0.392
BCL2L1	LYN	9606.ENSP00000365230	9606.ENSP00000428924	0	0	0	0	0.049	0	0	0.388	0.393
BCL2L1	SOCS1	9606.ENSP00000365230	9606.ENSP00000496577	0	0	0	0	0.048	0	0	0.396	0.401
BCL2L1	PIK3CD	9606.ENSP00000365230	9606.ENSP00000366563	0	0	0	0	0.047	0	0	0.411	0.415
BCL2L1	RHOA	9606.ENSP00000365230	9606.ENSP00000400175	0	0	0	0	0.067	0	0	0.400	0.417
BCL2L1	NTRK1	9606.ENSP00000365230	9606.ENSP00000431418	0	0	0	0	0.059	0	0	0.407	0.418
BCL2L1	PRKCA	9606.ENSP00000365230	9606.ENSP00000408695	0	0	0	0	0.049	0	0	0.413	0.418
BCL2L1	HRAS	9606.ENSP00000365230	9606.ENSP00000407586	0	0	0	0	0.067	0	0	0.405	0.421
BCL2L1	JAK3	9606.ENSP00000365230	9606.ENSP00000432511	0	0	0	0	0.048	0	0	0.432	0.436
BCL2L1	MYD88	9606.ENSP00000365230	9606.ENSP00000498321	0	0	0	0	0.050	0.050	0	0.424	0.436
BCL2L1	LCK	9606.ENSP00000365230	9606.ENSP00000477713	0	0	0	0	0.042	0	0	0.443	0.444
BCL2L1	CTLA4	9606.ENSP00000365230	9606.ENSP00000497102	0	0	0	0	0	0	0	0.447	0.447
BCL2L1	BRCA1	9606.ENSP00000365230	9606.ENSP00000418960	0	0	0	0	0	0	0	0.448	0.448
BCL2L1	CHEK2	9606.ENSP00000365230	9606.ENSP00000372023	0	0	0	0	0	0	0	0.474	0.474
BCL2L1	BCL6	9606.ENSP00000365230	9606.ENSP00000384371	0	0	0	0	0	0	0	0.474	0.474
BCL2L1	EIF4E	9606.ENSP00000365230	9606.ENSP00000425561	0	0	0	0	0.042	0	0	0.475	0.476
BCL2L1	MALT1	9606.ENSP00000365230	9606.ENSP00000497997	0	0	0	0	0.042	0	0	0.481	0.481
BCL2L1	NOTCH1	9606.ENSP00000365230	9606.ENSP00000498587	0	0	0	0	0	0	0	0.483	0.483
BCL2L1	NFE2L2	9606.ENSP00000365230	9606.ENSP00000380252	0	0	0	0	0.055	0	0	0.476	0.484
BCL2L1	CD274	9606.ENSP00000365230	9606.ENSP00000370989	0	0	0	0	0.056	0	0	0.480	0.488
BCL2L1	PTPRC	9606.ENSP00000365230	9606.ENSP00000411355	0	0	0	0	0.066	0	0	0.477	0.491
BCL2L1	BTK	9606.ENSP00000365230	9606.ENSP00000483570	0	0	0	0	0.044	0	0	0.491	0.492
BCL2L1	TNFAIP3	9606.ENSP00000365230	9606.ENSP00000481570	0	0	0	0	0.053	0	0	0.493	0.499
BCL2L1	CARD11	9606.ENSP00000365230	9606.ENSP00000380150	0	0	0	0	0.063	0	0	0.502	0.514
BCL2L1	XPO1	9606.ENSP00000365230	9606.ENSP00000384863	0	0	0	0	0.044	0	0	0.515	0.517
BCL2L1	FOXO1	9606.ENSP00000365230	9606.ENSP00000368880	0	0	0	0	0	0	0	0.519	0.519
BCL2L1	DDIT3	9606.ENSP00000365230	9606.ENSP00000448665	0	0	0	0	0.067	0	0	0.507	0.520
BCL2L1	YAP1	9606.ENSP00000365230	9606.ENSP00000478927	0	0	0	0	0.042	0.292	0	0.355	0.524
BCL2L1	CREB1	9606.ENSP00000365230	9606.ENSP00000387699	0	0	0	0	0.061	0	0	0.515	0.525
BCL2L1	IGF1R	9606.ENSP00000365230	9606.ENSP00000497069	0	0	0	0	0	0	0	0.541	0.541
BCL2L1	BRAF	9606.ENSP00000365230	9606.ENSP00000419060	0	0	0	0	0.051	0	0	0.552	0.557
BCL2L1	JAK1	9606.ENSP00000365230	9606.ENSP00000499900	0	0	0	0	0.064	0	0	0.550	0.561
BCL2L1	BCLAF1	9606.ENSP00000365230	9606.ENSP00000435210	0	0	0	0	0.052	0	0	0.560	0.565
BCL2L1	ESR1	9606.ENSP00000365230	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.577	0.578
BCL2L1	IL10	9606.ENSP00000365230	9606.ENSP00000412237	0	0	0	0	0	0	0	0.581	0.581
BCL2L1	IKBKB	9606.ENSP00000365230	9606.ENSP00000430684	0	0	0	0	0.049	0	0	0.588	0.591
BCL2L1	CHEK1	9606.ENSP00000365230	9606.ENSP00000391090	0	0	0	0	0	0.292	0	0.480	0.616
BCL2L1	BCL2L12	9606.ENSP00000365230	9606.ENSP00000482218	0	0	0	0	0	0.230	0	0.545	0.634
BCL2L1	CXCR4	9606.ENSP00000365230	9606.ENSP00000386884	0	0	0	0	0	0	0	0.660	0.660
BCL2L1	GATA1	9606.ENSP00000365230	9606.ENSP00000365858	0	0	0	0	0.267	0	0	0.570	0.671
BCL2L1	KEAP1	9606.ENSP00000365230	9606.ENSP00000377245	0	0	0	0	0.092	0	0	0.653	0.671
BCL2L1	HIF1A	9606.ENSP00000365230	9606.ENSP00000437955	0	0	0	0	0	0.094	0	0.655	0.674
BCL2L1	CDKN1A	9606.ENSP00000365230	9606.ENSP00000384849	0	0	0	0	0.134	0	0	0.673	0.704
BCL2L1	IGF1	9606.ENSP00000365230	9606.ENSP00000376637	0	0	0	0	0	0	0	0.704	0.704
BCL2L1	PTPN11	9606.ENSP00000365230	9606.ENSP00000489597	0	0	0	0	0.085	0	0.500	0.448	0.725
BCL2L1	JAK2	9606.ENSP00000365230	9606.ENSP00000371067	0	0	0	0	0.049	0	0	0.761	0.763
BCL2L1	CTNNB1	9606.ENSP00000365230	9606.ENSP00000495360	0	0	0	0	0.096	0.359	0	0.628	0.766
BCL2L1	FAS	9606.ENSP00000365230	9606.ENSP00000498466	0	0	0	0	0.067	0	0	0.781	0.786
BCL2L1	CDKN2A	9606.ENSP00000365230	9606.ENSP00000418915	0	0	0	0	0.049	0.294	0	0.745	0.814
BCL2L1	MYC	9606.ENSP00000365230	9606.ENSP00000478887	0	0	0	0	0.065	0	0	0.859	0.863
BCL2L1	RAF1	9606.ENSP00000365230	9606.ENSP00000401888	0	0	0	0	0.058	0.677	0	0.674	0.892
BCL2L1	BCL2L11	9606.ENSP00000365230	9606.ENSP00000376943	0	0	0	0	0.049	0.996	0.900	0.999	0.999
BCL2L11	CD74	9606.ENSP00000376943	9606.ENSP00000009530	0	0	0	0	0	0	0	0.155	0.154
BCL2L11	CDH17	9606.ENSP00000376943	9606.ENSP00000027335	0	0	0	0	0	0	0	0.194	0.194
BCL2L11	TNFRSF17	9606.ENSP00000376943	9606.ENSP00000053243	0	0	0	0	0.056	0	0	0.204	0.216
BCL2L11	BCL3	9606.ENSP00000376943	9606.ENSP00000164227	0	0	0	0	0.071	0	0	0.250	0.274
BCL2L11	FGF4	9606.ENSP00000376943	9606.ENSP00000168712	0	0	0	0	0	0	0	0.222	0.222
BCL2L11	MAPK1	9606.ENSP00000376943	9606.ENSP00000215832	0	0	0	0	0.085	0.292	0.900	0.373	0.953
BCL2L11	MYH9	9606.ENSP00000376943	9606.ENSP00000216181	0	0	0	0	0	0	0	0.174	0.174
BCL2L11	NFKBIA	9606.ENSP00000376943	9606.ENSP00000216797	0	0	0	0	0.052	0	0	0.447	0.453
BCL2L11	TSC2	9606.ENSP00000376943	9606.ENSP00000219476	0	0	0	0	0.049	0	0	0.371	0.376
BCL2L11	CD79A	9606.ENSP00000376943	9606.ENSP00000221972	0	0	0	0	0.089	0	0	0.201	0.241
BCL2L11	PIK3R2	9606.ENSP00000376943	9606.ENSP00000222254	0	0	0	0	0	0	0	0.229	0.228
BCL2L11	HGF	9606.ENSP00000376943	9606.ENSP00000222390	0	0	0	0	0	0	0	0.305	0.305
BCL2L11	COL1A1	9606.ENSP00000376943	9606.ENSP00000225964	0	0	0	0	0	0	0	0.160	0.159
BCL2L11	IL2	9606.ENSP00000376943	9606.ENSP00000226730	0	0	0	0	0.043	0	0	0.642	0.642
BCL2L11	CCND1	9606.ENSP00000376943	9606.ENSP00000227507	0	0	0	0	0	0	0	0.752	0.752
BCL2L11	GLI1	9606.ENSP00000376943	9606.ENSP00000228682	0	0	0	0	0	0	0	0.221	0.221
BCL2L11	CDKN1B	9606.ENSP00000376943	9606.ENSP00000228872	0	0	0	0	0.140	0	0	0.719	0.748
BCL2L11	MLH1	9606.ENSP00000376943	9606.ENSP00000231790	0	0	0	0	0	0	0	0.176	0.175
BCL2L11	MSH2	9606.ENSP00000376943	9606.ENSP00000233146	0	0	0	0	0	0	0	0.167	0.167
BCL2L11	DUSP4	9606.ENSP00000376943	9606.ENSP00000240100	0	0	0	0	0.122	0	0	0.265	0.327
BCL2L11	FLT3	9606.ENSP00000376943	9606.ENSP00000241453	0	0	0	0	0.066	0	0	0.420	0.435
BCL2L11	PLCG1	9606.ENSP00000376943	9606.ENSP00000244007	0	0	0	0	0	0	0	0.220	0.220
BCL2L11	H4C6	9606.ENSP00000376943	9606.ENSP00000244537	0	0	0	0	0.049	0	0	0.206	0.212
BCL2L11	SOX9	9606.ENSP00000376943	9606.ENSP00000245479	0	0	0	0	0	0	0	0.177	0.177
BCL2L11	CCR7	9606.ENSP00000376943	9606.ENSP00000246657	0	0	0	0	0.086	0	0	0.305	0.338
BCL2L11	TRAF2	9606.ENSP00000376943	9606.ENSP00000247668	0	0	0	0	0.094	0	0	0.367	0.403
BCL2L11	RAC2	9606.ENSP00000376943	9606.ENSP00000249071	0	0	0	0	0.055	0	0	0.155	0.167
BCL2L11	SMO	9606.ENSP00000376943	9606.ENSP00000249373	0	0	0	0	0	0	0	0.180	0.180
BCL2L11	FOXA1	9606.ENSP00000376943	9606.ENSP00000250448	0	0	0	0	0	0	0	0.166	0.165
BCL2L11	MLLT1	9606.ENSP00000376943	9606.ENSP00000252674	0	0	0	0	0.049	0	0	0.155	0.162
BCL2L11	SESN2	9606.ENSP00000376943	9606.ENSP00000253063	0	0	0	0	0	0	0	0.160	0.159
BCL2L11	RARA	9606.ENSP00000376943	9606.ENSP00000254066	0	0	0	0	0.099	0	0	0.201	0.249
